NEW_KEY_CODE,Lake_Name,LATITUDE,LONGITUDE,EDU,DR_COD2,LP,AVGD_M,MAXD_M,TP,ALK,SEC,CHLRD,CHLA,COLOR,NITRATE,TN,LK_AREA_HA,LCL_AREA_HA,NET_AREA_HA,UPDIST_NET,UPDIST_LCL,URB_A,AGR_A,FOC_A,FOD_A,FOR_A,WAT_A,WEF_A,WEE_A,WET_A,URB_B,AGR_B,FOC_B,FOD_B,FOR_B,WAT_B,WEF_B,WEE_B,WET_B,URB_C,AGR_C,FOC_C,FOD_C,FOR_C,WAT_C,WEF_C,WEE_C,WET_C,URB_D,AGR_D,FOC_D,FOD_D,FOR_D,WAT_D,WEF_D,WEE_D,WET_D,URB_E,AGR_E,FOC_E,FOD_E,FOR_E,WAT_E,WEF_E,WEE_E,WET_E,URB_F,AGR_F,FOC_F,FOD_F,FOR_F,WAT_F,WEF_F,WEE_F,WET_F,URB_G,AGR_G,FOC_G,FOD_G,FOR_G,WAT_G,WEF_G,WEE_G,WET_G,URB_H,AGR_H,FOC_H,FOD_H,FOR_H,WAT_H,WEF_H,WEE_H,WET_H
80_165,School Section Lake,42.2925,-85.9430556,3,DRST,IO,5.5,15.24,19,114,3.3528,6.7,3.7,23,15,683,32.065,438.442,,,2.510,12.910,47.260,0.000,32.620,32.620,5.846,0.000,1.365,1.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.855,70.931,0.000,14.766,14.766,2.409,0.000,2.683,2.683,2.541,80.453,0.000,8.887,8.887,2.409,0.000,1.425,1.425,1.849,81.547,0.000,8.171,8.171,1.753,0.000,1.037,1.037,1.618,80.160,0.000,8.754,8.754,1.534,0.663,2.332,2.995,0.000,74.594,0.000,1.506,1.506,0.650,0.000,0.599,0.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27_933,Chaney Lake,46.305,-89.92528,6,DRSTLK,F,2.2,6.096,24,52,1.8288,0.9,10,15,21,718,200.831,1086.248,1167.636,2.977,2.781,14.417,0.000,5.026,53.894,58.920,5.191,15.759,0.792,16.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.944,0.000,5.472,80.181,85.653,0.989,6.081,0.455,6.536,2.276,0.000,6.465,77.811,84.276,0.989,3.661,0.417,4.079,1.814,0.000,6.373,77.553,83.926,0.788,3.676,0.811,4.488,1.509,0.000,6.861,78.696,85.557,0.656,3.274,0.813,4.086,1.017,0.000,3.071,72.776,75.847,0.310,14.591,8.235,22.826,1.404,0.000,7.651,77.159,84.810,1.509,3.839,0.817,4.657
3_178,Hutchins Lake,42.585,-86.13584,3,DRST,IO,3.2,10.3632,11,132,2.4384,10.2,2.3,8,3,558,153.479,609.054,,,2.817,51.986,2.996,0.231,36.476,36.707,8.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.406,44.047,1.345,25.394,26.740,1.218,1.018,0.000,1.018,15.236,54.839,1.082,20.262,21.344,1.218,0.645,0.000,0.645,13.071,58.860,0.922,19.368,20.289,1.037,0.549,0.000,0.549,12.300,60.421,0.799,18.257,19.056,0.899,0.578,0.000,0.578,1.914,32.054,0.000,58.342,58.342,0.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63_1436,Valley Lake,42.80334,-83.52223,4,DRST,IH,2.48,13.716,18,124,4.2672,24,1.1,9,20,665,37.048,1103.921,,,2.851,33.616,0.000,0.000,54.520,54.520,0.799,1.643,0.375,2.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.907,7.299,1.371,31.518,32.888,0.340,0.912,2.286,3.198,19.319,12.678,1.876,22.676,24.552,0.340,1.167,3.064,4.230,20.091,17.701,1.205,24.418,25.623,0.436,2.087,1.990,4.077,26.427,20.799,0.792,25.921,26.714,0.226,2.546,1.134,3.680,17.252,4.073,5.344,32.939,38.282,0.108,11.479,5.342,16.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62_84,Pickerel Lake,43.45723,-85.8075,5,DRST,IH,7.8,22.2504,16,118,2.4384,11.3,5.4,12,106,748,124.045,439.152,,,2.852,30.578,0.000,0.191,63.281,63.473,3.544,1.969,0.348,2.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.060,2.249,5.141,69.020,74.161,1.060,0.829,0.140,0.969,11.156,7.935,3.808,66.608,70.416,1.060,0.614,0.104,0.718,10.783,14.947,5.033,61.455,66.488,0.774,0.449,0.076,0.525,10.744,13.366,4.535,64.104,68.639,0.604,0.933,0.059,0.992,21.356,19.699,11.110,40.451,51.561,0.363,1.303,0.452,1.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_426,Townline Lake,43.45417,-85.20167,3,DRST,IH,3.6,14.9352,23,115,3.048,22,3.9,20,8,888,115.992,640.712,,,2.884,76.806,0.001,1.435,11.735,13.169,3.316,5.267,0.017,5.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.523,11.913,1.424,31.574,32.998,0.491,3.452,0.005,3.456,30.911,14.028,0.801,40.799,41.600,0.491,3.688,0.003,3.691,23.171,18.611,2.020,38.039,40.059,0.364,4.279,0.169,4.447,20.349,21.239,2.621,39.714,42.335,0.320,3.757,0.148,3.906,16.206,5.628,0.000,72.680,72.680,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_417,Ottawa Lake,46.08334,-88.76362,8,DRST,IO,11.3,27.432,12,96,6.096,0.7,1.6,5,18,224,214.415,840.836,,,2.911,13.530,0.000,0.276,83.942,84.218,2.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.629,0.000,8.206,84.724,92.930,0.290,0.000,0.000,0.000,5.093,0.000,11.613,82.074,93.687,0.290,0.000,0.000,0.000,4.244,0.000,14.799,78.750,93.549,0.242,0.000,0.000,0.000,3.300,0.000,16.854,78.130,94.985,0.188,0.000,0.000,0.000,0.000,0.000,38.743,53.739,92.483,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35_104,Londo Lake,44.34639,-83.86945,4,DRST,IH,1.8,4.2672,23,105,2.5908,7.4,6.5,17,13,1116,72.843,290.304,,,3.001,13.415,18.276,0.000,17.442,17.442,2.237,38.448,5.503,43.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.951,31.145,0.000,34.118,34.118,0.709,19.881,1.629,21.510,6.615,35.705,1.769,29.158,30.927,0.709,17.626,1.078,18.703,6.402,36.111,3.263,27.002,30.265,0.605,16.211,0.920,17.131,6.220,35.646,3.331,27.113,30.444,0.588,16.810,0.893,17.704,1.713,26.653,11.828,22.405,34.233,0.291,30.314,0.712,31.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47_66,Appleton Lake,42.51028,-83.83528,16,DRST,IH,5.6,11.5824,11,149,2.7432,6.1,2.2,4,13,544,23.118,525.645,,,3.131,10.606,0.000,0.000,38.282,38.282,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.275,3.653,0.000,30.608,30.608,3.856,1.662,0.000,1.662,16.912,3.538,3.588,28.485,32.073,3.856,2.376,0.000,2.376,16.436,8.914,3.216,24.865,28.081,3.821,2.381,0.000,2.381,21.683,7.722,3.842,22.157,25.999,3.285,2.047,0.000,2.047,8.350,15.744,4.148,5.172,9.320,0.189,4.879,0.000,4.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2_27,Fish Lake,46.24139,-86.63639,7,DRSTLK,F,5,12.192,17,72,4.2672,0.6,8.1,8,80,397,48.698,242.314,6543.914,26.423,3.142,0.000,0.000,0.000,75.813,75.813,24.133,0.000,0.055,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.320,84.397,84.717,10.808,0.422,0.019,0.441,0.000,0.000,3.335,81.986,85.321,10.808,3.860,0.011,3.871,0.000,0.000,2.735,82.460,85.195,9.665,3.917,0.009,3.927,0.000,0.000,2.636,82.183,84.819,9.316,3.776,0.009,3.785,0.000,0.000,0.000,70.131,70.131,15.918,13.541,0.000,13.541,2.163,0.000,10.068,9.626,19.694,6.328,9.014,6.087,15.101
54_153,Townline Lake,43.71889,-85.44028,5,ISOL,H,5.4,15.8496,9,0,3.6576,4.9,0.89,8,13,583,31.298,819.150,,,3.158,11.406,7.703,2.916,24.353,27.270,5.689,26.740,9.268,36.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.688,21.385,7.769,22.656,30.425,1.833,15.493,2.232,17.726,1.678,29.883,5.946,31.638,37.584,1.833,9.067,1.015,10.082,1.211,37.538,4.139,31.316,35.455,1.499,7.724,2.013,9.737,0.645,34.047,2.996,42.899,45.895,1.322,5.227,1.585,6.811,0.000,20.177,7.622,37.503,45.125,0.512,20.429,0.000,20.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18_69,Crooked Lake,43.84834,-85.01945,4,DRST,IH,4.9,22.3,19,99,1.8288,16.3,3,12,17,653,116.227,1046.612,,,3.213,57.919,1.372,0.000,19.386,19.386,4.778,5.517,3.715,9.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.799,6.249,0.575,41.853,42.427,0.905,6.237,2.113,8.349,16.803,6.740,3.838,46.806,50.645,0.905,8.316,1.238,9.555,12.805,6.427,6.299,49.398,55.697,0.689,8.927,0.944,9.870,9.897,6.779,10.258,49.168,59.426,0.702,10.004,0.879,10.884,11.850,0.820,2.993,32.145,35.138,0.324,35.364,0.176,35.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30_194,Hemlock Lake,41.89639,-84.7925,3,DRSTLK,F,9,19.5072,12,128,3.9624,12,0,7,110,694,60.779,515.176,1404.237,10.888,3.470,44.173,10.559,0.000,27.764,27.764,1.813,11.460,0.000,11.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.885,49.194,0.000,30.652,30.652,0.217,4.009,0.000,4.009,6.330,67.205,0.000,20.375,20.375,0.217,2.481,0.000,2.481,4.604,65.265,0.000,22.890,22.890,0.157,4.617,0.000,4.617,3.968,68.885,0.000,20.871,20.871,0.136,4.014,0.000,4.014,7.578,31.887,0.000,44.569,44.569,0.184,14.427,0.000,14.427,2.388,68.732,0.000,19.938,19.938,2.300,2.032,0.000,2.032
36_307,Swan Lake,46.16723,-88.39362,8,DRST,IO,4.4,6.096,17,73,2.4384,3.7,4.3,33,6,466,64.559,963.234,,,3.522,24.071,1.002,0.000,66.127,66.127,3.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.260,4.230,2.146,78.491,80.638,0.293,1.782,0.000,1.782,2.933,7.602,10.828,67.033,77.862,0.293,2.609,0.000,2.609,1.900,7.939,8.957,69.617,78.574,0.189,3.309,0.000,3.309,1.441,7.612,9.235,71.776,81.011,0.144,2.509,0.000,2.509,0.000,0.197,17.662,51.571,69.233,0.286,30.269,0.000,30.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39_13,,0,0,3,DRST,IH,11.6,33.528,9,123,3.9624,8.5,0.82,3,123,548,827.930,1761.259,,,3.574,85.106,0.063,0.003,4.920,4.924,6.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.199,14.129,1.701,19.603,21.305,1.308,1.035,0.518,1.553,32.541,26.203,2.324,21.163,23.486,1.308,1.361,0.939,2.301,28.096,30.574,2.449,19.662,22.111,1.313,2.873,0.988,3.861,21.507,43.501,1.858,15.741,17.599,0.996,3.212,0.749,3.961,8.094,6.787,0.000,31.294,31.294,0.957,44.017,0.000,44.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53_143,Round Lake,44.00834,-86.11209,5,DRST,IH,1.4,3.048,18,85,1.524,4.9,5.1,5,4,1111,218.422,590.203,,,3.605,36.105,0.388,0.000,49.361,49.361,3.136,4.183,0.000,4.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.857,9.292,4.793,37.873,42.666,0.981,3.335,0.000,3.335,12.764,21.784,7.926,27.813,35.738,0.981,2.234,0.218,2.452,9.582,25.802,8.555,30.075,38.630,0.736,1.741,0.164,1.905,9.504,25.591,8.491,30.510,39.001,0.730,1.790,0.163,1.952,0.515,25.572,7.651,25.228,32.879,1.542,9.405,1.281,10.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36_194,Bass Lake,46.04445,-88.77139,8,DRST,IO,2.1,6.4008,24,11,0.762,2.1,9.4,68,44,995,40.746,709.822,,,3.662,0.000,0.000,0.000,60.688,60.688,1.651,21.859,15.802,37.661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.998,0.000,3.905,83.015,86.920,0.726,8.115,3.650,11.765,1.720,0.000,10.212,79.557,89.769,0.726,6.045,1.740,7.785,1.560,0.000,10.381,80.603,90.983,0.452,5.922,1.083,7.005,1.038,0.379,10.456,80.551,91.007,0.605,3.942,0.721,4.663,0.000,0.000,14.310,81.248,95.558,0.088,4.354,0.000,4.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_84S,South Scott Lake,42.32417,-86.00473,3,DRST,IO,6.1,16.764,10,122,3.9624,4.5,4.3,9,3,487,47.834,392.563,,,3.726,67.374,1.383,0.000,15.423,15.423,3.382,2.543,3.829,6.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.880,7.336,0.000,33.097,33.097,1.721,3.989,2.265,6.254,11.951,14.750,0.000,40.834,40.834,1.721,3.638,1.088,4.726,8.057,31.819,0.000,35.808,35.808,1.160,3.359,0.734,4.093,7.983,32.446,0.000,35.479,35.479,1.149,3.328,0.727,4.055,3.269,6.642,0.000,50.181,50.181,1.126,4.654,2.224,6.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_490,Leach Lake,42.69112,-85.28195,3,DRSTLK,F,6.5,12.192,21,141,2.5908,8,11,17,10,702,43.432,613.282,2005.944,14.888,3.877,47.864,2.963,0.000,15.817,15.817,4.421,19.156,7.967,27.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.616,20.724,1.579,33.227,34.806,1.217,9.532,4.383,13.915,15.346,28.565,1.048,30.404,31.452,1.217,7.857,3.610,11.467,12.402,31.501,0.888,34.486,35.374,0.892,7.073,2.893,9.967,8.614,33.960,1.062,35.931,36.993,0.714,7.413,2.786,10.199,6.915,28.792,0.000,32.140,32.140,0.297,17.540,8.353,25.893,6.366,46.847,0.819,29.432,30.251,2.771,5.042,2.117,7.159
81_62,Sugarloaf Lake,42.34306,-84.115,3,DRSTLK,F,1,6.1,12,116,2.286,10.8,4.2,13,16,877,71.699,514.241,1353.101,3.932,3.917,55.078,0.000,0.000,1.705,1.705,5.832,4.524,31.874,36.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.729,8.959,0.000,33.555,33.555,0.786,14.010,11.852,25.863,10.065,8.416,0.000,45.706,45.706,0.786,11.472,6.997,18.469,7.722,6.020,0.000,56.387,56.387,0.554,12.074,4.936,17.010,6.903,5.592,0.000,59.836,59.836,1.295,13.087,3.458,16.546,7.403,1.683,0.000,43.955,43.955,0.569,33.112,8.886,41.999,6.266,5.593,0.388,46.319,46.707,12.072,10.847,8.097,18.943
52_666,Witch Lake,46.27917,-88.00334,8,DRST,IH,7.3,28.956,8,106,3.9624,5.7,3.5,11,60,224,83.186,1048.590,,,3.999,10.497,0.000,8.502,68.852,77.354,8.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.754,0.923,7.405,79.350,86.755,1.360,0.075,1.782,1.857,3.645,3.433,4.943,75.831,80.774,1.360,4.141,1.153,5.294,3.808,2.654,7.041,72.977,80.018,1.656,3.750,3.946,7.696,1.543,1.201,13.786,69.156,82.942,1.746,2.997,4.276,7.272,4.689,0.000,39.665,31.251,70.917,0.646,11.716,10.143,21.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31_760,Pike Lake,46.83278,-88.84611,8,DRST,IH,3.3,15.5448,19,7,1.524,2.2,3.5,37,10,484,33.437,329.031,,,4.171,0.000,0.000,0.000,69.342,69.342,5.810,2.091,21.771,23.862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.963,91.963,0.687,1.092,5.475,6.566,0.000,0.000,0.441,93.428,93.869,0.687,0.954,4.374,5.327,0.000,0.000,0.418,93.781,94.199,0.650,0.902,4.139,5.041,0.000,0.000,0.418,93.781,94.199,0.650,0.902,4.139,5.041,0.000,0.000,0.000,88.216,88.216,0.791,3.403,7.164,10.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48_681,Bodi Lake,46.70417,-85.33112,7,DRST,IH,3.5,14.6304,20,18,2.1336,0.4,6.9,14,3,364,118.582,864.062,,,4.292,4.037,0.000,51.528,29.886,81.414,3.765,4.493,6.291,10.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.148,0.000,73.186,20.308,93.495,0.466,2.088,2.415,4.503,0.626,0.000,75.561,20.817,96.377,0.466,1.214,1.317,2.531,0.447,0.000,71.390,25.724,97.114,0.520,0.876,1.043,1.919,0.351,0.000,57.460,40.175,97.635,0.409,0.771,0.834,1.605,0.000,0.000,29.795,64.472,94.267,0.252,5.370,0.112,5.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65_200,Au Sable Lake,44.42917,-83.91528,5,DRST,IH,4,13.716,5,117,3.5052,2.9,4.2,14,5,516,108.336,1352.619,,,4.345,32.700,0.719,7.551,32.661,40.213,6.836,17.095,0.131,17.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.712,1.707,7.155,53.717,60.873,1.991,16.188,0.036,16.224,7.285,1.716,10.284,48.569,58.853,1.991,18.347,0.596,18.943,5.401,5.079,18.425,41.577,60.002,1.476,14.924,0.442,15.366,2.910,5.660,24.402,44.486,68.887,0.795,9.599,0.238,9.837,0.000,0.000,67.965,4.628,72.593,0.000,27.407,0.000,27.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13_537,Warner Lake,42.14861,-85.05056,3,DRST,IH,4.1,9.144,16,155,2.7432,11.7,11,23,1,962,23.205,496.654,,,4.455,23.133,12.382,0.000,19.430,19.430,4.085,40.971,0.000,40.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.077,56.207,0.000,21.666,21.666,0.351,14.123,0.000,14.123,2.944,43.102,0.000,40.495,40.495,0.351,10.355,0.000,10.355,2.190,52.118,0.000,33.276,33.276,0.405,9.651,0.096,9.747,1.780,52.938,0.000,33.913,33.913,0.439,7.980,0.172,8.152,2.165,37.841,0.000,41.913,41.913,0.167,17.381,0.000,17.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41_516,Camp Lake,43.17667,-85.66612,3,DRST,IO,7.5,15.2,19,113,2.8956,13.3,4.7,7,5,636,54.520,346.224,,,4.628,82.099,2.399,0.000,15.486,15.486,0.013,0.003,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.726,19.813,2.233,24.022,26.255,0.002,0.844,0.000,0.844,25.380,34.590,1.751,19.778,21.529,0.002,0.544,0.000,0.544,21.206,43.420,1.458,18.515,19.973,0.001,0.453,0.000,0.453,19.802,47.166,1.361,17.290,18.651,0.001,0.423,0.000,0.423,4.145,44.244,2.268,34.480,36.748,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14_224,Donnell Lake,41.90861,-85.88945,3,DRSTLK,F,7.6,19.2024,10,152,2.8956,8.7,5.4,10,340,867.9999,98.956,819.102,3506.436,9.224,4.682,73.549,2.200,0.159,16.717,16.877,1.274,0.000,3.916,3.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.161,37.058,0.908,24.919,25.827,2.127,0.392,1.630,2.022,21.712,42.606,0.551,26.300,26.851,2.127,1.442,0.989,2.431,16.697,47.086,0.424,25.340,25.764,1.636,1.830,1.624,3.454,12.483,39.111,1.688,33.509,35.197,1.199,2.372,2.381,4.753,6.534,4.127,7.232,58.351,65.583,0.054,5.992,14.451,20.443,4.303,42.176,1.814,33.355,35.169,3.040,4.290,4.947,9.236
59_182,Dickerson Lake,43.29389,-85.17056,3,DRST,IO,5.9,14.6304,12,136,2.5908,12.8,5.4,20,10,697,91.470,1576.227,,,4.760,75.170,2.638,0.000,3.761,3.761,6.197,10.628,1.569,12.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.588,33.221,3.250,10.263,13.513,4.772,9.007,0.657,9.664,20.703,38.630,3.875,16.948,20.823,4.772,9.278,0.969,10.247,15.785,39.894,5.917,22.946,28.863,3.425,7.121,0.666,7.787,7.425,60.583,4.416,16.852,21.267,1.481,4.920,0.727,5.647,12.730,46.439,0.000,26.456,26.456,1.677,8.202,2.969,11.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59_369,Little Whitefish Lake,43.35695,-85.53528,5,DRSTLK,F,5.5,13.1064,6,137,3.3528,7.7,6.1,7,4,436,72.408,1604.901,4960.594,22.490,4.851,50.449,0.000,0.000,32.127,32.127,1.754,6.941,5.372,12.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.393,1.615,0.799,75.978,76.777,1.793,4.482,1.895,6.377,6.081,6.046,2.902,73.890,76.791,1.793,3.165,1.762,4.928,4.706,11.199,3.418,70.986,74.404,1.167,2.329,2.522,4.852,1.788,29.820,6.642,50.089,56.731,0.436,0.871,0.943,1.813,0.823,5.884,0.610,67.998,68.608,0.197,12.750,10.418,23.167,2.550,44.086,2.899,35.456,38.355,4.753,2.205,0.806,3.011
16_250,Lancaster Lake,45.62084,-84.70834,5,DRSTLK,F,8.2,17.3736,13,160,3.3528,2.9,0.49,31,3,604,20.512,432.783,1638.079,13.460,4.855,12.579,6.295,0.000,58.837,58.837,2.987,5.832,7.040,12.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.017,19.852,11.412,43.918,55.331,0.212,15.234,1.218,16.452,1.240,21.793,14.861,43.195,58.056,0.212,10.755,0.501,11.256,1.895,18.705,14.357,48.269,62.626,0.287,9.746,0.330,10.077,1.662,17.296,16.124,48.634,64.758,0.251,9.370,0.290,9.660,0.345,15.599,16.821,35.984,52.805,0.625,21.688,0.584,22.272,2.369,32.569,5.484,31.377,36.860,12.656,3.859,0.077,3.935
27_16,Taylor Lake,46.24695,-89.04056,6,DRSTLK,F,5.1,12.192,9,8,1.3716,0.6,9.4,59,61,480,44.545,804.767,1051.609,5.278,4.986,4.105,0.000,0.000,83.941,83.941,7.522,4.433,0.000,4.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.938,0.000,13.173,80.674,93.847,0.786,2.778,0.000,2.778,1.060,0.000,18.645,76.948,95.594,0.786,2.559,0.000,2.559,0.756,0.000,20.969,73.694,94.662,1.410,1.948,1.223,3.172,0.472,0.000,20.940,72.202,93.142,1.030,1.444,3.912,5.356,0.000,0.000,28.582,55.207,83.789,0.880,6.440,8.891,15.331,0.361,0.000,16.350,73.861,90.211,4.256,2.003,3.169,5.172
24_32,Round Lake,45.405,-84.89028,5,DRST,IH,1.7,4.8768,11,103,2.1336,8.1,2.3,31,2,676,142.929,1007.211,,,5.120,23.325,6.033,11.054,17.002,28.056,1.721,33.939,1.981,35.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.100,12.567,12.275,23.428,35.702,1.024,17.705,0.860,18.565,21.949,11.647,8.149,30.690,38.839,1.024,11.726,0.721,12.446,21.387,15.953,8.255,30.247,38.502,0.952,8.558,0.508,9.065,19.553,27.541,7.107,26.101,33.207,0.776,6.976,0.414,7.390,8.236,42.654,6.329,21.464,27.794,0.032,3.656,2.535,6.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52_297,Pike Lake,46.26667,-87.57334,8,DRST,IH,3.7,9.144,9,114,3.9624,0.5,5.6,10,24,403,36.457,1286.742,,,5.145,20.478,0.000,20.600,48.645,69.245,5.006,5.271,0.000,5.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.184,0.000,8.959,71.622,80.581,3.566,8.938,0.120,9.058,2.319,0.000,7.924,76.617,84.541,3.566,6.830,1.730,8.561,1.626,0.000,7.129,79.911,87.040,3.073,5.554,1.997,7.551,0.879,0.000,4.496,82.740,87.236,2.351,5.120,4.030,9.150,2.472,0.000,4.158,53.012,57.170,0.689,35.326,4.343,39.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60_29,Avery Lake,44.93556,-84.18334,5,DRST,IH,8.9,27.432,5,158,7.0104,2.5,1.1,6,5,232,117.614,2873.615,,,5.288,21.105,0.000,14.306,39.684,53.990,16.072,0.000,8.833,8.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.623,0.000,10.405,73.361,83.766,2.570,0.592,1.938,2.530,3.063,0.000,9.759,80.010,89.769,2.570,0.274,0.896,1.170,1.912,0.000,8.539,83.195,91.735,1.604,0.171,0.559,0.730,1.008,0.524,5.693,87.219,92.912,0.750,0.076,0.249,0.325,0.442,0.000,39.532,47.849,87.381,0.862,0.000,4.476,4.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12_21,Craig Lake,42.00417,-85.02778,3,DRSTLK,F,2.6,7.62,27,158,1.6764,32,14,13,14,748,46.824,1104.827,44187.458,272.658,5.413,46.929,11.874,0.000,11.301,11.301,8.908,0.584,20.403,20.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.391,54.828,0.000,5.299,5.299,1.304,0.999,9.130,10.129,13.420,65.036,0.000,6.813,6.813,1.304,0.548,9.155,9.703,10.023,66.330,0.000,6.976,6.976,0.957,0.403,11.900,12.303,6.059,77.512,0.000,8.559,8.559,0.414,0.174,5.596,5.771,4.582,52.397,0.000,19.704,19.704,0.202,0.000,17.263,17.263,7.380,66.753,0.000,16.011,16.011,3.930,0.691,0.926,1.617
59_361,Muskellunge Lake,43.31584,-85.34778,3,DRST,IH,5.6,11.2776,16,139,2.4384,11.1,11,8,54,593,55.472,1227.985,,,5.578,38.947,0.363,0.000,15.704,15.704,6.195,17.172,16.569,33.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.184,30.695,0.148,23.355,23.503,1.105,8.424,7.316,15.740,7.699,50.915,2.107,17.554,19.661,1.105,5.658,4.061,9.719,4.702,66.097,1.288,12.264,13.552,1.290,4.483,2.489,6.972,2.724,77.306,0.726,8.204,8.930,0.914,2.962,1.929,4.892,0.367,33.395,5.395,27.138,32.533,1.113,16.213,5.590,21.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
